Region/Country/Area,,Year,Series,Value,Footnotes
662,Saint Lucia,2010,Employment by industry: Industry (%) Male,26.695,Estimate.
662,Saint Lucia,2010,Employment by industry: Services (%) Male,48.914,Estimate.
662,Saint Lucia,2010,Employment by industry: Agriculture (%) Female,13.756,Estimate.
662,Saint Lucia,2010,Employment by industry: Industry (%) Female,8.035,Estimate.
662,Saint Lucia,2010,Employment by industry: Services (%) Female,78.209,Estimate.
662,Saint Lucia,2015,Employment by industry: Agriculture (%) Male and Female,18.462,Estimate.
662,Saint Lucia,2015,Employment by industry: Industry (%) Male and Female,17.861,Estimate.
662,Saint Lucia,2015,Employment by industry: Services (%) Male and Female,63.677,Estimate.
662,Saint Lucia,2015,Employment by industry: Agriculture (%) Male,23.13,Estimate.
662,Saint Lucia,2015,Employment by industry: Industry (%) Male,25.822,Estimate.
662,Saint Lucia,2015,Employment by industry: Services (%) Male,51.047,Estimate.
662,Saint Lucia,2015,Employment by industry: Agriculture (%) Female,12.222,Estimate.
662,Saint Lucia,2015,Employment by industry: Industry (%) Female,7.218,Estimate.
662,Saint Lucia,2015,Employment by industry: Services (%) Female,80.56,Estimate.
662,Saint Lucia,2020,Employment by industry: Agriculture (%) Male and Female,16.995,Estimate.
662,Saint Lucia,2020,Employment by industry: Industry (%) Male and Female,18.304,Estimate.
662,Saint Lucia,2020,Employment by industry: Services (%) Male and Female,64.701,Estimate.
662,Saint Lucia,2020,Employment by industry: Agriculture (%) Male,21.51,Estimate.
662,Saint Lucia,2020,Employment by industry: Industry (%) Male,27.056,Estimate.
662,Saint Lucia,2020,Employment by industry: Services (%) Male,51.434,Estimate.
662,Saint Lucia,2020,Employment by industry: Agriculture (%) Female,11.209,Estimate.
662,Saint Lucia,2020,Employment by industry: Industry (%) Female,7.086,Estimate.
662,Saint Lucia,2020,Employment by industry: Services (%) Female,81.705,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Agriculture (%) Male and Female,14.328,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Industry (%) Male and Female,20.648,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Services (%) Male and Female,65.024,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Agriculture (%) Male,19.22,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Industry (%) Male,29.35,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Services (%) Male,51.43,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Agriculture (%) Female,7.116,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Industry (%) Female,7.818,Estimate.
670,Saint Vincent & Grenadines,2005,Employment by industry: Services (%) Female,85.067,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Agriculture (%) Male and Female,12.913,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Industry (%) Male and Female,20.496,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Services (%) Male and Female,66.591,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Agriculture (%) Male,17.539,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Industry (%) Male,29.471,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Services (%) Male,52.99,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Agriculture (%) Female,6.129,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Industry (%) Female,7.335,Estimate.
670,Saint Vincent & Grenadines,2010,Employment by industry: Services (%) Female,86.536,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Agriculture (%) Male and Female,11.658,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Industry (%) Male and Female,19.976,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Services (%) Male and Female,68.366,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Agriculture (%) Male,16.101,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Industry (%) Male,29.085,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Services (%) Male,54.814,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Agriculture (%) Female,5.244,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Industry (%) Female,6.825,Estimate.
670,Saint Vincent & Grenadines,2015,Employment by industry: Services (%) Female,87.93,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Agriculture (%) Male and Female,10.533,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Industry (%) Male and Female,19.924,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Services (%) Male and Female,69.543,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Agriculture (%) Male,14.796,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Industry (%) Male,29.456,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Services (%) Male,55.748,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Agriculture (%) Female,4.604,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Industry (%) Female,6.668,Estimate.
670,Saint Vincent & Grenadines,2020,Employment by industry: Services (%) Female,88.728,Estimate.
882,Samoa,2005,Employment by industry: Agriculture (%) Male and Female,37.863,Estimate.
882,Samoa,2005,Employment by industry: Industry (%) Male and Female,22.351,Estimate.
882,Samoa,2005,Employment by industry: Services (%) Male and Female,39.786,Estimate.
882,Samoa,2005,Employment by industry: Agriculture (%) Male,51.837,Estimate.
882,Samoa,2005,Employment by industry: Industry (%) Male,15.567,Estimate.
882,Samoa,2005,Employment by industry: Services (%) Male,32.595,Estimate.
882,Samoa,2005,Employment by industry: Agriculture (%) Female,11.151,Estimate.
882,Samoa,2005,Employment by industry: Industry (%) Female,35.319,Estimate.
882,Samoa,2005,Employment by industry: Services (%) Female,53.53,Estimate.
882,Samoa,2010,Employment by industry: Agriculture (%) Male and Female,34.505,Estimate.
882,Samoa,2010,Employment by industry: Industry (%) Male and Female,23.143,Estimate.
882,Samoa,2010,Employment by industry: Services (%) Male and Female,42.352,Estimate.
882,Samoa,2010,Employment by industry: Agriculture (%) Male,47.994,Estimate.
882,Samoa,2010,Employment by industry: Industry (%) Male,16.515,Estimate.
882,Samoa,2010,Employment by industry: Services (%) Male,35.491,Estimate.
882,Samoa,2010,Employment by industry: Agriculture (%) Female,8.736,Estimate.
882,Samoa,2010,Employment by industry: Industry (%) Female,35.805,Estimate.
882,Samoa,2010,Employment by industry: Services (%) Female,55.459,Estimate.
882,Samoa,2015,Employment by industry: Agriculture (%) Male and Female,32.323,Estimate.
882,Samoa,2015,Employment by industry: Industry (%) Male and Female,22.598,Estimate.
882,Samoa,2015,Employment by industry: Services (%) Male and Female,45.078,Estimate.
882,Samoa,2015,Employment by industry: Agriculture (%) Male,45.064,Estimate.
882,Samoa,2015,Employment by industry: Industry (%) Male,16.76,Estimate.
882,Samoa,2015,Employment by industry: Services (%) Male,38.176,Estimate.
882,Samoa,2015,Employment by industry: Agriculture (%) Female,7.412,Estimate.
882,Samoa,2015,Employment by industry: Industry (%) Female,34.014,Estimate.
882,Samoa,2015,Employment by industry: Services (%) Female,58.574,Estimate.
882,Samoa,2020,Employment by industry: Agriculture (%) Male and Female,29.857,Estimate.
882,Samoa,2020,Employment by industry: Industry (%) Male and Female,23.277,Estimate.
882,Samoa,2020,Employment by industry: Services (%) Male and Female,46.866,Estimate.
882,Samoa,2020,Employment by industry: Agriculture (%) Male,41.853,Estimate.
882,Samoa,2020,Employment by industry: Industry (%) Male,18.179,Estimate.
882,Samoa,2020,Employment by industry: Services (%) Male,39.968,Estimate.
882,Samoa,2020,Employment by industry: Agriculture (%) Female,6.422,Estimate.
882,Samoa,2020,Employment by industry: Industry (%) Female,33.236,Estimate.
882,Samoa,2020,Employment by industry: Services (%) Female,60.341,Estimate.
674,San Marino,2005,Employment by industry: Agriculture (%) Male and Female,0.5,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Industry (%) Male and Female,39.3,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Services (%) Male and Female,60.2,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Agriculture (%) Male,0.6,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Industry (%) Male,50.4,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Services (%) Male,49.1,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Agriculture (%) Female,0.3,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Industry (%) Female,23.4,Data classified according to ISIC Rev. 3.
674,San Marino,2005,Employment by industry: Services (%) Female,76.3,Data classified according to ISIC Rev. 3.
674,San Marino,2010,Employment by industry: Agriculture (%) Male and Female,0.3,Break in the time series.
674,San Marino,2010,Employment by industry: Industry (%) Male and Female,34.3,Break in the time series.
674,San Marino,2010,Employment by industry: Services (%) Male and Female,65.4,Break in the time series.
674,San Marino,2010,Employment by industry: Agriculture (%) Male,0.4,Break in the time series.
674,San Marino,2010,Employment by industry: Industry (%) Male,45.6,Break in the time series.
674,San Marino,2010,Employment by industry: Services (%) Male,54,Break in the time series.
674,San Marino,2010,Employment by industry: Agriculture (%) Female,0.2,Break in the time series.
674,San Marino,2010,Employment by industry: Industry (%) Female,18.7,Break in the time series.
674,San Marino,2010,Employment by industry: Services (%) Female,81.1,Break in the time series.
678,Sao Tome and Principe,2005,Employment by industry: Agriculture (%) Male and Female,27.91,
678,Sao Tome and Principe,2005,Employment by industry: Industry (%) Male and Female,17.16,
678,Sao Tome and Principe,2005,Employment by industry: Services (%) Male and Female,54.93,
678,Sao Tome and Principe,2005,Employment by industry: Agriculture (%) Male,33.743,
678,Sao Tome and Principe,2005,Employment by industry: Industry (%) Male,23.508,
678,Sao Tome and Principe,2005,Employment by industry: Services (%) Male,42.749,
678,Sao Tome and Principe,2005,Employment by industry: Agriculture (%) Female,15.599,
678,Sao Tome and Principe,2005,Employment by industry: Industry (%) Female,3.763,
678,Sao Tome and Principe,2005,Employment by industry: Services (%) Female,80.638,
678,Sao Tome and Principe,2010,Employment by industry: Agriculture (%) Male and Female,24.326,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Industry (%) Male and Female,17.799,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Services (%) Male and Female,57.874,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Agriculture (%) Male,29.765,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Industry (%) Male,24.462,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Services (%) Male,45.773,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Agriculture (%) Female,12.725,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Industry (%) Female,3.588,Estimate.
678,Sao Tome and Principe,2010,Employment by industry: Services (%) Female,83.687,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Agriculture (%) Male and Female,21.146,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Industry (%) Male and Female,18.322,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Services (%) Male and Female,60.532,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Agriculture (%) Male,26.307,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Industry (%) Male,25.452,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Services (%) Male,48.242,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Agriculture (%) Female,10.381,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Industry (%) Female,3.453,Estimate.
678,Sao Tome and Principe,2015,Employment by industry: Services (%) Female,86.166,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Agriculture (%) Male and Female,18.695,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Industry (%) Male and Female,18.45,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Services (%) Male and Female,62.854,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Agriculture (%) Male,23.665,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Industry (%) Male,25.862,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Services (%) Male,50.473,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Agriculture (%) Female,8.534,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Industry (%) Female,3.296,Estimate.
678,Sao Tome and Principe,2020,Employment by industry: Services (%) Female,88.17,Estimate.
