Region/Country/Area		Year	Series	Value	Footnotes	Source
887	Yemen	2005	Employment by industry: Industry (%) Male and Female	16.871	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Services (%) Male and Female	53.33	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Agriculture (%) Male	27.812	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Industry (%) Male	18.248	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Services (%) Male	53.94	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Agriculture (%) Female	39.586	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Industry (%) Female	10.087	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2005	Employment by industry: Services (%) Female	50.326	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Agriculture (%) Male and Female	24.113		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Industry (%) Male and Female	19.032		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Services (%) Male and Female	56.855		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Agriculture (%) Male	23.543		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Industry (%) Male	19.693		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Services (%) Male	56.764		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Agriculture (%) Female	28.386		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Industry (%) Female	14.074		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2010	Employment by industry: Services (%) Female	57.54		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Agriculture (%) Male and Female	29.193	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Industry (%) Male and Female	12.822	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Services (%) Male and Female	57.985	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Agriculture (%) Male	27.681	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Industry (%) Male	12.86	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Services (%) Male	59.459	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Agriculture (%) Female	49.287	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Industry (%) Female	12.323	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2015	Employment by industry: Services (%) Female	38.39	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Agriculture (%) Male and Female	28.632	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Industry (%) Male and Female	9.966	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Services (%) Male and Female	61.402	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Agriculture (%) Male	27.429	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Industry (%) Male	9.901	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Services (%) Male	62.67	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Agriculture (%) Female	45.95	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Industry (%) Female	10.898	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
887	Yemen	2020	Employment by industry: Services (%) Female	43.152	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Agriculture (%) Male and Female	72.263		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Industry (%) Male and Female	7.134		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Services (%) Male and Female	20.602		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Agriculture (%) Male	65.613		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Industry (%) Male	10.827		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Services (%) Male	23.56		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Agriculture (%) Female	79.526		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Industry (%) Female	3.102		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2005	Employment by industry: Services (%) Female	17.372		"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Agriculture (%) Male and Female	64.312	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Industry (%) Male and Female	8.789	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Services (%) Male and Female	26.899	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Agriculture (%) Male	57.101	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Industry (%) Male	13.6	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
894	Zambia	2010	Employment by industry: Services (%) Male	29.299	Estimate.	"International Labour Organization (ILO), Geneva, Key Indicators of the Labour Market (KILM 9th edition) and the ILOSTAT database, last accessed January 2020."
